YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,LanguageEase,BestPlayers,NumOwned,NumWish,NumWeightVotes,MfgPlaytime,MfgAgeRec,NumAlternates,NumExpansions,NumImplementations,IsReimplementation,Kickstarted,Rank:strategygames,Rank:abstracts,Rank:familygames,Rank:thematic,Rank:cgs,Rank:wargames,Rank:partygames,Rank:childrensgames,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens,Rating,log_NumOwned,log_NumWish,log_MfgPlaytime
1975,2.4286,1,2,16.0,318.0,0,91,9,7,120,12,1,0,0,0,0,21926,21926,21926,21926,21926,3017,21926,21926,0,0,1,0,0,0,0,0,Medium,4.5217885770490405,2.302585092994046,4.795790545596741
2020,1.75,2,2,10.0,101.0,0,324,15,4,25,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.783825182329737,2.772588722239781,3.258096538021482
2015,2.0,2,10,6.0,138.0,0,70,48,1,20,7,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.2626798770413155,3.8918202981106265,3.044522437723423
2008,1.2,1,4,5.75,16.0,0,935,62,15,20,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.841615476477592,4.143134726391533,3.044522437723423
2004,1.2923,2,6,9.0,12.75,0,1159,161,130,30,10,0,1,1,0,1,21926,21926,21926,806,21926,21926,21926,21926,1,0,0,0,0,0,0,0,Low,7.05617528410041,5.087596335232384,3.4339872044851463
2011,0.0,2,8,10.0,138.0,0,104,26,0,30,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.653960350157523,3.295836866004329,3.4339872044851463
2021,1.2,3,8,8.0,138.0,0,422,243,5,15,8,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.0473721790462776,5.497168225293202,2.772588722239781
1998,1.5833,2,5,12.0,908.5,0,298,14,12,60,10,0,1,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.700443573390687,2.70805020110221,4.110873864173311
2013,2.8889,2,2,10.0,629.0,0,72,9,9,180,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.290459441148391,2.302585092994046,5.198497031265826
2017,1.0,2,4,5.0,138.0,0,1549,134,5,20,6,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,128,0,0,0,0,0,0,0,1,Medium,7.346010209913293,4.90527477843843,3.044522437723423
2009,1.6667,2,2,10.0,22.0,0,53,15,6,20,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,3.9889840465642745,2.772588722239781,3.044522437723423
1982,3.1667,2,4,16.0,298.0,0,167,12,6,120,0,0,1,0,0,0,21926,21926,21926,21926,21926,3340,21926,21926,0,0,1,0,0,0,0,0,Low,5.123963979403259,2.5649493574615367,4.795790545596741
2009,1.0833,2,5,6.0,21.0,0,392,50,12,15,8,2,0,0,0,0,21926,539,1874,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0,Low,5.973809611869261,3.9318256327243257,2.772588722239781
2015,2.0,1,5,8.0,497.0,0,254,21,1,45,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.541263545158426,3.091042453358316,3.828641396489095
2004,4.371,1,2,15.333333333333334,713.0,0,759,299,62,360,14,0,0,1,1,0,21926,21926,21926,21926,21926,165,21926,21926,0,0,1,0,0,0,0,0,High,6.633318433280377,5.703782474656201,5.8888779583328805
2015,2.5,1,3,14.4,609.0,0,273,127,10,60,12,0,3,0,0,1,2091,21926,21926,21926,21926,1227,21926,21926,0,1,1,0,0,0,0,0,High,5.6131281063880705,4.852030263919617,4.110873864173311
2009,1.6,2,6,6.0,34.0,0,170,13,5,120,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.14166355650266,2.6390573296152584,4.795790545596741
2012,1.7241,3,6,11.6,422.5,0,1039,116,29,30,15,0,3,0,0,0,1860,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,6.946975992135418,4.762173934797756,3.4339872044851463
2004,2.0312,2,5,14.0,138.0,0,558,50,32,90,12,0,0,0,0,0,2233,21926,21926,1124,21926,21926,21926,21926,1,1,0,0,0,0,0,0,Low,6.326149473155099,3.9318256327243257,4.51085950651685
2004,1.0714,2,2,6.0,636.0,0,346,13,14,10,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.849324779946859,2.6390573296152584,2.3978952727983707
2021,2.25,2,2,10.0,136.0,0,138,157,4,60,14,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.9344739331306915,5.062595033026967,4.110873864173311
2009,1.2143,2,10,10.0,84.0,0,2381,60,28,10,12,1,3,0,0,0,21926,21926,21926,21926,21926,21926,450,21926,0,0,0,0,0,0,1,0,Low,7.775695749915245,4.110873864173311,2.3978952727983707
2001,1.0714,3,6,10.0,578.5,0,207,5,14,30,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.337538079701318,1.791759469228055,3.4339872044851463
2017,1.0,1,12,6.0,351.0,0,708,72,1,20,6,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.5638555265321274,4.290459441148391,3.044522437723423
2018,2.6667,2,2,12.0,98.0,0,345,56,3,90,12,0,4,2,1,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.846438775057725,4.04305126783455,4.51085950651685
2002,1.2,2,4,6.25,44.0,0,1001,22,20,20,8,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.90975328164481,3.1354942159291497,3.044522437723423
2019,1.5,2,4,8.0,138.0,0,102,16,2,20,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.634728988229636,2.833213344056216,3.044522437723423
1961,2.1429,2,4,10.0,22.5,0,110,17,7,120,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.709530201312334,2.8903717578961645,4.795790545596741
2018,2.0,2,6,10.0,116.0,0,420,46,2,40,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.042632833682381,3.8501476017100584,3.713572066704308
2012,1.0,2,6,10.0,138.0,0,67,5,4,0,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.219507705176107,1.791759469228055,0.0
2000,2.6154,2,4,10.0,41.0,0,290,40,13,90,10,0,0,0,0,0,1981,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,5.673323267171493,3.713572066704308,4.51085950651685
1979,2.6296,2,8,13.0,322.5,0,1160,59,54,180,12,2,0,0,0,0,21926,21926,21926,21926,21926,1141,21926,21926,0,0,1,0,0,0,0,0,Medium,7.057036981697891,4.0943445622221,5.198497031265826
2009,1.8462,2,4,8.0,41.0,0,413,47,13,60,12,4,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.025865973825314,3.871201010907891,4.110873864173311
2005,2.7278,2,4,12.5,6.25,0,2624,126,158,45,12,3,0,1,1,0,1660,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.872836175025724,4.844187086458591,3.828641396489095
1998,2.0323,2,5,10.0,26.0,0,317,86,31,45,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.762051382780177,4.465908118654584,3.828641396489095
2000,2.6667,2,2,14.666666666666666,52.66666666666666,0,198,1,6,120,12,0,0,0,0,0,21926,21926,21926,21926,21926,3310,21926,21926,0,0,1,0,0,0,0,0,Low,5.293304824724492,0.6931471805599453,4.795790545596741
2014,2.6125,1,5,10.714285714285714,68.72222222222223,0,2853,525,80,45,13,0,12,0,0,1,1140,21926,21926,458,21926,21926,21926,21926,1,1,0,0,0,0,0,0,Medium,7.956476798036782,6.26530121273771,3.828641396489095
2006,1.5556,2,4,10.0,46.0,0,75,5,9,30,0,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.330733340286331,1.791759469228055,3.4339872044851463
1977,3.2,2,2,14.333333333333334,2.6,0,1584,52,65,240,12,0,1,0,0,0,21926,21926,21926,21926,21926,961,21926,21926,0,0,1,0,0,0,0,0,Medium,7.368339686311381,3.970291913552122,5.484796933490655
1987,1.75,2,2,10.0,138.0,0,94,3,4,20,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.553876891600541,1.3862943611198906,3.044522437723423
2014,1.75,2,4,10.0,76.0,0,273,14,4,30,8,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.6131281063880705,2.70805020110221,3.4339872044851463
2016,3.0667,1,6,9.5,282.0,0,377,316,15,45,14,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.934894195619588,5.75890177387728,3.828641396489095
1800,0.0,2,4,10.0,138.0,0,156,1,0,25,9,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.056245805348308,0.6931471805599453,3.258096538021482
2018,1.3333,2,6,10.0,191.0,0,163,41,3,20,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.099866427824199,3.7376696182833684,3.044522437723423
2011,1.0,1,12,8.4,241.25,0,768,78,24,15,14,0,0,0,0,0,21926,21926,21926,21926,21926,21926,421,21926,0,0,0,0,0,0,1,0,Low,6.645090969505644,4.3694478524670215,2.772588722239781
2015,1.6667,4,6,11.0,738.5,0,584,12,6,45,13,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.371611847231857,2.5649493574615367,3.828641396489095
2011,1.2857,2,4,10.0,138.0,0,232,4,7,25,5,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.4510384535657,1.6094379124341003,3.258096538021482
2003,1.814,2,6,10.0,8.25,0,650,40,43,45,10,3,0,1,0,0,21926,21926,1679,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Low,6.478509642208569,3.713572066704308,3.828641396489095
2020,1.0,2,8,10.0,138.0,0,129,19,1,45,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.867534450455582,2.995732273553991,3.828641396489095
2013,1.5,2,4,8.0,151.5,0,171,15,4,20,8,0,0,1,1,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.147494476813453,2.772588722239781,3.044522437723423
2000,1.0,4,0,10.0,138.0,0,237,7,2,45,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,388,0,0,0,0,0,0,0,1,Low,5.472270673671475,2.0794415416798357,3.828641396489095
2018,1.0,2,6,4.0,138.0,0,276,33,1,25,6,2,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.6240175061873385,3.5263605246161616,3.258096538021482
1981,1.4167,2,4,8.0,138.0,0,454,10,12,45,8,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.12029741895095,2.3978952727983707,3.828641396489095
2017,2.0,4,8,10.0,138.0,0,939,88,3,80,12,0,1,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.84587987526405,4.48863636973214,4.394449154672439
2016,1.3125,2,5,7.142857142857143,242.2,0,566,34,16,30,6,0,0,0,0,0,21926,21926,1751,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,Medium,6.340359303727752,3.5553480614894135,3.4339872044851463
2020,1.2727,4,8,9.666666666666666,348.0,0,659,106,11,6,10,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.492239835020471,4.672828834461906,1.9459101490553132
2020,1.8571,2,5,8.0,172.0,0,698,633,7,30,8,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.54965074223381,6.452048954437226,3.4339872044851463
2017,1.4444,2,6,7.333333333333333,412.5,0,771,34,9,15,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.648984550024776,3.5553480614894135,2.772588722239781
2014,2.5294,3,4,14.63157894736842,2.3846153846153846,4,5729,463,102,90,13,0,4,1,0,0,21926,21926,21926,198,21926,21926,21926,21926,1,0,0,0,0,0,0,0,High,8.653470809708786,6.139884552226255,4.51085950651685
2012,2.0,2,4,10.0,138.0,0,121,4,6,45,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.804021044733257,1.6094379124341003,3.828641396489095
2020,1.1481,2,4,3.9615384615384617,21.0,0,1634,419,27,15,5,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,18,0,0,0,0,0,0,0,1,High,7.399398083331354,6.040254711277414,2.772588722239781
2019,2.0,1,5,16.0,14.0,0,496,72,4,90,16,6,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.208590026096629,4.290459441148391,4.51085950651685
2010,3.3679,2,3,13.714285714285714,48.125,2,2439,475,106,420,0,0,1,0,0,0,21926,21926,21926,21926,21926,58,21926,21926,0,0,1,0,0,0,0,0,High,7.799753318287247,6.16541785423142,6.042632833682381
2014,1.1795,2,2,9.2,131.0,0,505,91,39,5,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.226536669287466,4.5217885770490405,1.791759469228055
2004,1.25,3,12,7.0,6.0,0,951,35,76,30,8,7,0,2,0,0,21926,21926,1397,21926,21926,21926,372,21926,0,0,0,1,0,0,1,0,Medium,6.858565034791365,3.58351893845611,3.4339872044851463
2010,2.4444,2,2,10.0,138.0,0,469,49,9,90,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.152732694704104,3.912023005428146,4.51085950651685
1998,2.0625,2,4,9.0,9.0,0,323,15,16,120,12,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.780743515792329,2.772588722239781,4.795790545596741
2020,2.9647,1,4,11.862068965517242,2.7333333333333334,3,21447,7732,481,120,14,6,4,0,0,0,17,21926,21926,9,21926,21926,21926,21926,1,1,0,0,0,0,0,0,High,9.973386679915794,8.953252164609035,4.795790545596741
2014,1.9333,2,4,12.0,108.25,0,491,51,15,30,15,0,1,0,0,0,1771,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,6.198478716492308,3.9512437185814275,3.4339872044851463
2015,3.5263,1,4,12.0,258.0,0,260,30,19,180,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.564520407322694,3.4339872044851463,5.198497031265826
1980,2.2857,2,6,10.0,53.0,0,108,5,7,90,12,0,1,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.6913478822291435,1.791759469228055,4.51085950651685
2020,1.8333,1,4,8.666666666666666,143.5,0,411,173,6,20,8,5,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.021023349349527,5.159055299214529,3.044522437723423
2017,2.0,2,2,10.0,138.0,0,162,1,1,15,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.093750200806762,0.6931471805599453,2.772588722239781
2000,1.2,2,6,10.0,138.0,0,241,21,10,45,6,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.488937726156687,3.091042453358316,3.828641396489095
2010,3.2222,1,6,12.666666666666666,13.333333333333334,0,91,66,9,60,12,0,0,0,0,0,2199,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,4.5217885770490405,4.204692619390966,4.110873864173311
2012,2.0909,1,4,8.666666666666666,116.0,0,517,76,22,70,10,0,0,0,0,0,1985,21926,1648,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0,Medium,6.249975242259483,4.343805421853684,4.2626798770413155
2015,1.4,2,4,3.6,196.0,0,132,13,5,0,4,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.890349128221754,2.6390573296152584,0.0
2020,1.5234,2,6,10.1,151.0,4,4001,735,107,20,10,4,0,0,0,0,21926,21926,21926,21926,21926,21926,58,21926,0,0,0,0,0,0,1,0,High,8.294549515143679,6.601230118728877,3.044522437723423
2004,2.2644,2,4,9.857142857142858,21.05555555555556,2,6470,1278,450,45,8,5,0,1,1,0,439,21926,166,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0,High,8.775085935057266,7.153833801578843,3.828641396489095
2008,1.7143,1,7,10.0,138.0,0,107,13,7,20,7,0,0,1,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.68213122712422,2.6390573296152584,3.044522437723423
1999,1.0,2,4,10.0,138.0,0,107,6,2,20,9,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.68213122712422,1.9459101490553132,3.044522437723423
2018,2.0,2,2,14.0,138.0,0,44,18,2,60,0,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,3.8066624897703196,2.9444389791664403,4.110873864173311
1977,1.0,2,99,16.0,138.0,0,214,4,3,20,18,1,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.3706380281276624,1.6094379124341003,3.044522437723423
2020,0.0,2,6,10.0,138.0,0,106,11,0,30,6,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.672828834461906,2.4849066497880004,3.4339872044851463
2019,1.75,1,1,13.0,138.0,0,161,138,4,80,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.087596335232384,4.9344739331306915,4.394449154672439
2008,1.6868,2,6,7.714285714285714,356.0,0,1346,459,182,60,9,0,1,1,0,0,972,21926,533,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0,Medium,7.205635176410364,6.131226489483141,4.110873864173311
1988,2.1538,2,4,10.0,138.0,0,196,21,13,45,8,3,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,5.2832037287379885,3.091042453358316,3.828641396489095
2006,4.1667,2,3,10.0,21.0,0,52,56,6,20,9,0,0,1,0,0,21926,444,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0,High,3.970291913552122,4.04305126783455,3.044522437723423
1992,2.2667,2,6,10.0,329.0,0,937,34,30,120,14,0,1,1,0,0,21926,21926,21926,998,21926,21926,21926,21926,1,0,0,0,0,0,0,0,Low,6.843749949006225,3.5553480614894135,4.795790545596741
2018,3.2791,1,4,14.0,326.0,0,3479,200,43,120,14,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,8.15478757276852,5.303304908059076,4.795790545596741
2021,1.5,2,8,10.0,138.0,0,941,72,2,30,6,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.848005274576363,4.290459441148391,3.4339872044851463
2020,2.2,2,4,8.0,542.0,0,1462,603,10,60,10,2,4,1,1,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,7.288244401020124,6.403574197934815,4.110873864173311
2021,2.0,2,5,9.0,207.0,0,463,124,6,60,10,0,0,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.139884552226255,4.8283137373023015,4.110873864173311
2020,2.2222,1,5,10.0,382.0,0,403,237,9,90,10,1,1,0,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,6.0014148779611505,5.472270673671475,4.51085950651685
2012,2.0,2,12,14.0,204.5,0,102,7,5,30,8,1,0,2,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.634728988229636,2.0794415416798357,3.4339872044851463
2017,1.9778,1,6,6.462686567164179,238.0,4,10042,1598,90,60,8,4,1,1,1,0,21926,21926,137,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0,High,9.21463115339334,7.377133712833954,4.110873864173311
2020,2.0,1,5,9.333333333333334,138.0,0,208,93,4,30,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,5.342334251964811,4.543294782270004,3.4339872044851463
1977,1.75,1,4,10.0,303.0,0,210,22,8,30,0,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.351858133476067,3.1354942159291497,3.4339872044851463
2015,0.0,2,0,10.0,138.0,0,139,7,0,60,14,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,High,4.941642422609304,2.0794415416798357,4.110873864173311
2003,1.1818,2,2,10.0,26.0,0,552,30,33,20,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,6.315358001522335,3.4339872044851463,3.044522437723423
2017,1.0,2,8,10.0,138.0,0,242,4,1,20,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.493061443340548,1.6094379124341003,3.044522437723423
2018,2.125,2,4,11.6,433.5,0,1368,209,24,45,14,4,1,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,7.221835825288449,5.3471075307174685,3.828641396489095
2018,1.0,2,4,10.0,121.0,0,114,23,1,30,8,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.74493212836325,3.1780538303479458,3.4339872044851463
2015,2.0,1,4,10.0,542.5,0,528,100,22,30,10,0,1,1,0,1,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.270988431858299,4.61512051684126,3.4339872044851463
2012,3.4615,2,5,14.0,222.5,0,548,115,26,100,13,0,0,0,0,0,1699,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,6.3080984415095305,4.7535901911063645,4.61512051684126
2016,0.0,2,8,10.0,138.0,0,105,11,0,30,10,0,0,1,1,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.663439094112067,2.4849066497880004,3.4339872044851463
2012,1.0,2,8,12.0,138.0,0,57,8,4,30,13,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.060443010546419,2.1972245773362196,3.4339872044851463
1991,1.0,2,6,10.0,138.0,0,138,3,1,45,12,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.9344739331306915,1.3862943611198906,3.828641396489095
2014,1.0,2,6,3.0,138.0,0,143,2,6,20,4,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.969813299576001,1.0986122886681098,3.044522437723423
1993,2.0,2,6,10.0,138.0,0,126,19,4,120,10,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,4.844187086458591,2.995732273553991,4.795790545596741
2003,1.6471,4,7,8.0,17.0,0,334,17,17,45,10,2,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,5.814130531825066,2.8903717578961645,3.828641396489095
2015,1.7143,2,4,10.0,651.0,0,106,42,7,20,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.672828834461906,3.7612001156935624,3.044522437723423
2006,2.4444,2,2,10.0,28.0,0,410,63,36,90,12,0,2,0,0,0,2107,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,6.018593214496234,4.1588830833596715,4.51085950651685
2012,2.1091,1,2,11.428571428571429,128.375,0,3146,244,55,30,13,2,32,0,0,0,682,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,High,8.054204897064407,5.501258210544727,3.4339872044851463
2021,2.62,1,4,10.857142857142858,3.333333333333333,0,2280,865,50,90,14,0,0,0,0,1,1097,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0,Medium,7.732369222284388,6.763884908562435,4.51085950651685
2002,2.0833,2,4,10.0,573.0,0,433,17,24,180,10,0,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Medium,6.073044534100405,2.8903717578961645,5.198497031265826
1999,2.0,3,6,10.0,159.0,0,127,14,7,150,10,0,0,1,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.852030263919617,2.70805020110221,5.017279836814924
2017,3.4706,2,12,12.0,138.0,0,822,31,17,180,12,0,54,2,1,0,21926,21926,21926,21926,21926,450,21926,21926,0,0,1,0,0,0,0,0,High,6.71295620067707,3.4657359027997265,5.198497031265826
2015,2.1875,2,7,14.0,4.777777777777778,4,5065,1308,48,75,12,5,1,1,0,0,21926,21926,21926,184,21926,21926,21926,21926,1,0,0,0,0,0,0,0,High,8.53030683056162,7.1770187659099,4.330733340286331
2014,2.0,2,5,10.0,138.0,0,91,19,3,60,13,1,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,4.5217885770490405,2.995732273553991,4.110873864173311
1994,1.6667,2,2,10.0,138.0,0,169,1,3,45,12,3,0,0,0,0,21926,21926,21926,21926,21926,3098,21926,21926,0,0,1,0,0,0,0,0,Low,5.135798437050262,0.6931471805599453,3.828641396489095
1996,1.6548,2,8,10.0,7.5,0,2894,20,84,60,8,5,0,0,0,0,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0,Low,7.970740390007095,3.044522437723423,4.110873864173311
2000,1.625,2,4,8.0,11.0,0,717,189,32,30,8,0,0,1,0,0,21926,21926,21926,831,21926,21926,21926,21926,1,0,0,0,0,0,0,0,Medium,6.576469569048224,5.247024072160486,3.4339872044851463
2019,3.1667,1,2,16.0,373.0,0,247,50,6,900,14,0,0,0,0,0,21926,21926,21926,21926,21926,1443,21926,21926,0,0,1,0,0,0,0,0,High,5.5134287461649825,3.9318256327243257,6.803505257608338
